file,avg_negative,avg_neutral,avg_positive,std_dev,total,topical_count,entity_count
./test-brexit/gpt_results/20160622/fermanaghherald.com.-2016-06-fermanagh-academic-warns-of-brexit-implications-.json,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.9428090415820634,7,6,1
./test-brexit/gpt_results/20160622/freebeacon.com.-issues-brexit-proponents-critics-spar-debate-ahead-eu-referendum--Part1.json,0.5384615384615384,0.15384615384615385,0.3076923076923077,2.0548046676563256,13,8,5
./test-brexit/gpt_results/20160622/freebeacon.com.-issues-brexit-proponents-critics-spar-debate-ahead-eu-referendum--Part2.json,1.0,0.0,0.0,5.185449728701348,11,6,5
./test-brexit/gpt_results/20160622/lagrangenews.com.-opinion-13819-columnist-what-would-winston-churchill-think-of-brexit-Part1.json,0.5714285714285714,0.0,0.42857142857142855,1.699673171197595,7,4,3
./test-brexit/gpt_results/20160622/mitsloanexperts.mit.edu.-would-a-brexit-matter-to-america-a-former-british-diplomat-on-whats-at-stake-.json,0.0,0.0,1.0,2.357022603955158,5,5,0
./test-brexit/gpt_results/20160622/sputniknews.com.-us-20160622-1041766864-brexit-texas-referendum-html.json,1.0,0.0,0.0,0.4714045207910317,1,1,0
./test-brexit/gpt_results/20160622/theweek.com.-speedreads-631659-donald-trump-brexit-dont-think-anybody-should-listen.json,1.0,0.0,0.0,2.8284271247461903,6,3,3
./test-brexit/gpt_results/20160622/wonkette.com.-603254-uks-brexit-strategy-basically-1-collect-underpants-2-3-profit.json,0.8,0.0,0.2,3.39934634239519,10,5,5
./test-brexit/gpt_results/20160622/world.wng.org.-2016-06-globe-trot-vladimir-putin-is-cheering-for-a-brexit.json,0.6,0.0,0.4,2.494438257849294,10,5,5
./test-brexit/gpt_results/20160622/wuwf.org.-post-britains-brexit-vote-has-echoes-us-presidential-race-Part1.json,0.3076923076923077,0.6153846153846154,0.07692307692307693,2.8674417556808756,13,10,3
./test-brexit/gpt_results/20160622/wuwf.org.-post-britains-brexit-vote-has-echoes-us-presidential-race-Part2.json,0.2,0.6,0.2,0.9428090415820634,5,4,1
./test-brexit/gpt_results/20160622/www.businessinsider.com.-r-us-policymakers-companies-see-a-brexit-hurting-investment-profits-2016-6-Part1.json,0.5,0.0,0.5,1.8856180831641267,8,5,3
./test-brexit/gpt_results/20160622/www.businessinsider.com.-r-us-policymakers-companies-see-a-brexit-hurting-investment-profits-2016-6-Part2.json,0.9444444444444444,0.0,0.05555555555555555,7.788880963698615,18,11,7
./test-brexit/gpt_results/20160622/www.forbes.com.-sites-tedbromund-2016-06-22-british-decline-american-decline-and-brexit--Part1.json,0.375,0.5625,0.0625,3.2998316455372216,16,12,4
./test-brexit/gpt_results/20160622/www.forbes.com.-sites-tedbromund-2016-06-22-british-decline-american-decline-and-brexit--Part2.json,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.8284271247461903,9,6,3
./test-brexit/gpt_results/20160622/www.harpers.co.uk.-news-is-the-trade-turning-a-blind-eye-to-brexits-silver-linings-537985-article-Part1.json,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.4142135623730951,9,4,5
./test-brexit/gpt_results/20160622/www.harpers.co.uk.-news-is-the-trade-turning-a-blind-eye-to-brexits-silver-linings-537985-article-Part2.json,0.5,0.0,0.5,0.4714045207910317,2,2,0
./test-brexit/gpt_results/20160622/www.huffingtonpost.ca.-2016-06-22-deepak-obhrai-brexit-european-union-united-nations-n-10610004-html-Part1.json,0.7777777777777778,0.0,0.2222222222222222,2.943920288775949,9,5,4
./test-brexit/gpt_results/20160622/www.huffingtonpost.ca.-2016-06-22-deepak-obhrai-brexit-european-union-united-nations-n-10610004-html-Part2.json,0.45454545454545453,0.45454545454545453,0.09090909090909091,1.8856180831641267,11,3,8
./test-brexit/gpt_results/20160622/www.huffingtonpost.ca.-2016-06-22-deepak-obhrai-brexit-european-union-united-nations-n-10610004-html-Part3.json,0.4444444444444444,0.0,0.5555555555555556,2.160246899469287,9,5,4
./test-brexit/gpt_results/20160622/www.independent.co.uk.-news-uk-politics-brexit-poster-nigel-farage-eu-referendum-live-latest-vote-leave-remain-a7095236-ht-Part1.json,0.5714285714285714,0.2857142857142857,0.14285714285714285,1.247219128924647,7,3,4
./test-brexit/gpt_results/20160622/www.independent.co.uk.-news-uk-politics-brexit-poster-nigel-farage-eu-referendum-live-latest-vote-leave-remain-a7095236-ht-Part2.json,0.6666666666666666,0.3333333333333333,0.0,0.816496580927726,3,2,1
./test-brexit/gpt_results/20160622/www.independent.co.uk.-voices-confused-about-which-way-to-vote-take-a-look-at-the-facts-brexiteers-promised-you-then-never-Part1.json,0.5555555555555556,0.0,0.4444444444444444,2.160246899469287,9,6,3
./test-brexit/gpt_results/20160622/www.independent.co.uk.-voices-confused-about-which-way-to-vote-take-a-look-at-the-facts-brexiteers-promised-you-then-never-Part2.json,0.36363636363636365,0.0,0.6363636363636364,2.8674417556808756,11,6,5
./test-brexit/gpt_results/20160622/www.independent.co.uk.-voices-confused-about-which-way-to-vote-take-a-look-at-the-facts-brexiteers-promised-you-then-never-Part3.json,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.8284271247461903,9,5,4
./test-brexit/gpt_results/20160622/www.independent.co.uk.-voices-confused-about-which-way-to-vote-take-a-look-at-the-facts-brexiteers-promised-you-then-never-Part4.json,0.5882352941176471,0.058823529411764705,0.35294117647058826,3.6817870057290873,17,12,5
./test-brexit/gpt_results/20160622/www.independent.co.uk.-voices-confused-about-which-way-to-vote-take-a-look-at-the-facts-brexiteers-promised-you-then-never-Part5.json,0.7777777777777778,0.1111111111111111,0.1111111111111111,2.8284271247461903,9,6,3
./test-brexit/gpt_results/20160622/www.inquisitr.com.-3232912-forget-brexit-texas-secessionists-calls-for-texit-referendum-vote-to-leave-the-union--Part1.json,0.5,0.0,0.5,2.3570226039551585,10,5,5
./test-brexit/gpt_results/20160622/www.inquisitr.com.-3232912-forget-brexit-texas-secessionists-calls-for-texit-referendum-vote-to-leave-the-union--Part2.json,0.0,1.0,0.0,1.4142135623730951,3,1,2
./test-brexit/gpt_results/20160622/www.npr.org.-sections-parallels-2016-06-22-482998851-if-your-job-is-to-attract-investments-here-then-brexit-coul-Part1.json,0.35714285714285715,0.21428571428571427,0.42857142857142855,1.247219128924647,14,9,5
./test-brexit/gpt_results/20160622/www.npr.org.-sections-parallels-2016-06-22-482998851-if-your-job-is-to-attract-investments-here-then-brexit-coul-Part2.json,0.2,0.2,0.6,0.9428090415820634,5,3,2
./test-brexit/gpt_results/20160622/www.pressgazette.co.uk.-former-times-foreign-editor-says-boris-set-course-for-brexit-with-extreme-euroscepticism-as-a-bruss.json,0.625,0.0,0.375,2.0548046676563256,8,5,3
